Bandit,Reward,Algorithm
3.0,4.9053469402462255,EpsilonGreedy
3.0,2.097499141857594,EpsilonGreedy
3.0,5.735049460425621,EpsilonGreedy
3.0,2.955592240752133,EpsilonGreedy
3.0,4.921860635014172,EpsilonGreedy
3.0,4.273514068629175,EpsilonGreedy
3.0,4.253289036064777,EpsilonGreedy
3.0,5.81821847612736,EpsilonGreedy
3.0,3.347928843865673,EpsilonGreedy
3.0,3.8782099319875405,EpsilonGreedy
3.0,4.7177321553147396,EpsilonGreedy
3.0,4.811788866386803,EpsilonGreedy
3.0,3.5417619903032973,EpsilonGreedy
3.0,3.2793455425223152,EpsilonGreedy
3.0,3.2761817766244072,EpsilonGreedy
3.0,3.958130263968633,EpsilonGreedy
3.0,2.5904172709202187,EpsilonGreedy
3.0,4.134435559712318,EpsilonGreedy
3.0,2.3646171650259316,EpsilonGreedy
3.0,4.604393292384511,EpsilonGreedy
3.0,4.162619238938222,EpsilonGreedy
3.0,5.261784196644545,EpsilonGreedy
3.0,3.4623475091548745,EpsilonGreedy
3.0,2.078081269129921,EpsilonGreedy
3.0,3.8885393237927475,EpsilonGreedy
3.0,2.9151765766217643,EpsilonGreedy
3.0,5.440969302234944,EpsilonGreedy
3.0,4.518075806054021,EpsilonGreedy
3.0,4.7739077090194675,EpsilonGreedy
3.0,4.845969333725401,EpsilonGreedy
3.0,4.160226533104834,EpsilonGreedy
3.0,3.0202876279622215,EpsilonGreedy
3.0,3.372315739380487,EpsilonGreedy
3.0,4.1938970882255875,EpsilonGreedy
3.0,4.587371708175683,EpsilonGreedy
3.0,3.7128530880076607,EpsilonGreedy
0.0,1.117045039807651,EpsilonGreedy
3.0,3.3126558882195494,EpsilonGreedy
3.0,3.730174893191361,EpsilonGreedy
3.0,4.449535948005317,EpsilonGreedy
3.0,4.977839092919922,EpsilonGreedy
3.0,3.071612051599529,EpsilonGreedy
3.0,4.5689929836032395,EpsilonGreedy
3.0,3.506054370688086,EpsilonGreedy
3.0,5.066647621233363,EpsilonGreedy
3.0,6.412090205409196,EpsilonGreedy
3.0,3.3527154041721157,EpsilonGreedy
3.0,3.446825898083865,EpsilonGreedy
3.0,4.034609575081345,EpsilonGreedy
3.0,3.4167321351781457,EpsilonGreedy
3.0,3.9658850754870887,EpsilonGreedy
3.0,4.611591350554657,EpsilonGreedy
3.0,3.635926369181516,EpsilonGreedy
3.0,4.9322256234507815,EpsilonGreedy
3.0,4.968363288059345,EpsilonGreedy
3.0,4.7145471946798185,EpsilonGreedy
3.0,1.632383560050389,EpsilonGreedy
3.0,2.142361237886419,EpsilonGreedy
3.0,4.296953719701738,EpsilonGreedy
3.0,3.111239274529524,EpsilonGreedy
3.0,1.7962214233382015,EpsilonGreedy
3.0,2.555647508127243,EpsilonGreedy
3.0,2.448143946697238,EpsilonGreedy
3.0,5.414915560424776,EpsilonGreedy
3.0,4.75896420604753,EpsilonGreedy
3.0,2.840740669969371,EpsilonGreedy
3.0,4.557972616621839,EpsilonGreedy
3.0,4.726418535804466,EpsilonGreedy
3.0,3.826493430615524,EpsilonGreedy
3.0,4.079958880942307,EpsilonGreedy
3.0,3.3097694034781444,EpsilonGreedy
3.0,2.648257194613533,EpsilonGreedy
3.0,3.5410755901013893,EpsilonGreedy
3.0,2.6562579464433105,EpsilonGreedy
3.0,4.025249346117308,EpsilonGreedy
3.0,4.727821243408958,EpsilonGreedy
3.0,5.09758188300354,EpsilonGreedy
3.0,2.786903290153676,EpsilonGreedy
3.0,4.779447820107374,EpsilonGreedy
3.0,4.089006099389119,EpsilonGreedy
3.0,2.6807114854481404,EpsilonGreedy
3.0,4.701944658834265,EpsilonGreedy
3.0,2.7489827529742756,EpsilonGreedy
3.0,4.9364003954160065,EpsilonGreedy
3.0,3.945767223932493,EpsilonGreedy
3.0,5.336517793808722,EpsilonGreedy
3.0,3.9354251074115085,EpsilonGreedy
3.0,5.530339799506241,EpsilonGreedy
3.0,5.180324030573689,EpsilonGreedy
3.0,4.375441468829382,EpsilonGreedy
3.0,2.2710193352281136,EpsilonGreedy
3.0,5.819937385337651,EpsilonGreedy
3.0,4.145342513039443,EpsilonGreedy
3.0,3.0661292582474813,EpsilonGreedy
3.0,4.652130009344165,EpsilonGreedy
3.0,4.252997468908051,EpsilonGreedy
3.0,4.785501179235472,EpsilonGreedy
3.0,5.136707054336359,EpsilonGreedy
3.0,5.121985592214925,EpsilonGreedy
3.0,5.587348459441143,EpsilonGreedy
3.0,4.4111833206201485,EpsilonGreedy
3.0,1.1886015437398303,EpsilonGreedy
3.0,4.5472238740750255,EpsilonGreedy
3.0,3.537638122161223,EpsilonGreedy
3.0,4.266679331809086,EpsilonGreedy
3.0,4.195526121946365,EpsilonGreedy
3.0,4.895858261006909,EpsilonGreedy
3.0,4.644205265751325,EpsilonGreedy
3.0,3.926716760351552,EpsilonGreedy
3.0,4.806068214908578,EpsilonGreedy
3.0,4.150589670077773,EpsilonGreedy
3.0,4.167737339412531,EpsilonGreedy
3.0,3.5872556841515735,EpsilonGreedy
3.0,3.3382533244974475,EpsilonGreedy
3.0,4.189822802503365,EpsilonGreedy
3.0,4.4211280516728175,EpsilonGreedy
3.0,2.9489139038630423,EpsilonGreedy
3.0,1.907623476661756,EpsilonGreedy
3.0,5.655574340832639,EpsilonGreedy
3.0,5.611310809587495,EpsilonGreedy
3.0,4.777113249831025,EpsilonGreedy
3.0,4.320195284087232,EpsilonGreedy
3.0,3.0823204749176774,EpsilonGreedy
3.0,3.7058377194018584,EpsilonGreedy
3.0,2.2962460286148403,EpsilonGreedy
3.0,4.124305785134887,EpsilonGreedy
3.0,4.777326650315838,EpsilonGreedy
3.0,3.3885894332380344,EpsilonGreedy
3.0,4.211902569058373,EpsilonGreedy
3.0,4.8517664172277115,EpsilonGreedy
3.0,5.235180574478239,EpsilonGreedy
3.0,4.305101611654771,EpsilonGreedy
3.0,4.199613770640611,EpsilonGreedy
3.0,2.275284996454352,EpsilonGreedy
3.0,4.536536914762353,EpsilonGreedy
3.0,5.565995339932909,EpsilonGreedy
3.0,4.3418424430714495,EpsilonGreedy
3.0,2.771694621852241,EpsilonGreedy
3.0,3.1530808726951203,EpsilonGreedy
3.0,3.269722807378563,EpsilonGreedy
3.0,2.686786039203122,EpsilonGreedy
3.0,4.812142508324355,EpsilonGreedy
3.0,3.944782106269706,EpsilonGreedy
3.0,3.947832924853132,EpsilonGreedy
3.0,3.977021141677617,EpsilonGreedy
3.0,4.196626531051402,EpsilonGreedy
3.0,3.7516672343368027,EpsilonGreedy
3.0,4.639465233014373,EpsilonGreedy
3.0,4.940850926419043,EpsilonGreedy
3.0,2.431692721031399,EpsilonGreedy
3.0,3.384746518970901,EpsilonGreedy
3.0,5.340700775179514,EpsilonGreedy
3.0,3.59539435138125,EpsilonGreedy
3.0,3.7619329415482694,EpsilonGreedy
3.0,3.924069020017162,EpsilonGreedy
3.0,3.2959157663323477,EpsilonGreedy
3.0,4.358736997646635,EpsilonGreedy
3.0,4.017885341840311,EpsilonGreedy
3.0,4.234892511690836,EpsilonGreedy
3.0,3.61436561065362,EpsilonGreedy
3.0,4.489438116789969,EpsilonGreedy
3.0,4.003552087091172,EpsilonGreedy
3.0,3.454040041236589,EpsilonGreedy
3.0,4.107428560917765,EpsilonGreedy
3.0,3.6092590642351894,EpsilonGreedy
3.0,3.144105032677719,EpsilonGreedy
3.0,4.054979154205276,EpsilonGreedy
3.0,5.184366918169328,EpsilonGreedy
3.0,3.264649993943015,EpsilonGreedy
3.0,4.307741936941848,EpsilonGreedy
3.0,4.220399421461178,EpsilonGreedy
3.0,4.854558330510659,EpsilonGreedy
3.0,5.778133677122433,EpsilonGreedy
3.0,2.921119437620538,EpsilonGreedy
3.0,3.284046039145983,EpsilonGreedy
3.0,4.191972648195907,EpsilonGreedy
3.0,4.4989633860298825,EpsilonGreedy
3.0,4.753215154940689,EpsilonGreedy
3.0,5.004463025931239,EpsilonGreedy
3.0,4.547106534927004,EpsilonGreedy
3.0,3.468571340443392,EpsilonGreedy
3.0,3.2062257883969716,EpsilonGreedy
3.0,4.639159800945804,EpsilonGreedy
3.0,4.615352527519493,EpsilonGreedy
3.0,3.8505739291604684,EpsilonGreedy
3.0,3.4128204041110184,EpsilonGreedy
3.0,5.03446720091932,EpsilonGreedy
3.0,5.373865995490227,EpsilonGreedy
3.0,3.6614099289503166,EpsilonGreedy
3.0,3.9054451602293208,EpsilonGreedy
3.0,4.510419221397401,EpsilonGreedy
3.0,5.027388756871876,EpsilonGreedy
3.0,2.561299910516638,EpsilonGreedy
3.0,2.75937860686959,EpsilonGreedy
3.0,3.9627721253425583,EpsilonGreedy
3.0,2.269181541244031,EpsilonGreedy
3.0,3.0624271285146376,EpsilonGreedy
3.0,3.6341389352600983,EpsilonGreedy
3.0,2.7703061589404694,EpsilonGreedy
3.0,3.8825859985492692,EpsilonGreedy
3.0,1.7485360314438694,EpsilonGreedy
3.0,3.972932616101403,EpsilonGreedy
3.0,5.23228477359072,EpsilonGreedy
3.0,2.5354012058026374,EpsilonGreedy
3.0,3.0429652278664268,EpsilonGreedy
3.0,3.830037522742463,EpsilonGreedy
3.0,4.297377781157945,EpsilonGreedy
3.0,2.3466868283794415,EpsilonGreedy
3.0,4.950751845756504,EpsilonGreedy
3.0,4.648938335232033,EpsilonGreedy
3.0,4.230408750303391,EpsilonGreedy
3.0,4.486926259201646,EpsilonGreedy
3.0,4.362239429391506,EpsilonGreedy
3.0,4.632042403039765,EpsilonGreedy
3.0,3.9454351974351316,EpsilonGreedy
3.0,4.615569041467213,EpsilonGreedy
3.0,5.095816753721967,EpsilonGreedy
3.0,5.684950183337409,EpsilonGreedy
3.0,2.7527799620521565,EpsilonGreedy
3.0,4.3460519800596,EpsilonGreedy
3.0,4.995240215808235,EpsilonGreedy
3.0,2.6607119485147903,EpsilonGreedy
3.0,3.1209976454001565,EpsilonGreedy
3.0,3.6681436165714367,EpsilonGreedy
3.0,3.01061231347116,EpsilonGreedy
3.0,4.539711626611969,EpsilonGreedy
3.0,3.4611329725854314,EpsilonGreedy
3.0,4.651708235086048,EpsilonGreedy
3.0,5.217146550117358,EpsilonGreedy
3.0,2.9930624099898075,EpsilonGreedy
3.0,3.119722866983877,EpsilonGreedy
3.0,3.4858771265547013,EpsilonGreedy
3.0,3.8081307836342275,EpsilonGreedy
3.0,3.742652683843921,EpsilonGreedy
3.0,3.9899896591919988,EpsilonGreedy
3.0,4.617515945476229,EpsilonGreedy
3.0,5.697170819921065,EpsilonGreedy
3.0,5.108925319359743,EpsilonGreedy
3.0,3.7439256211331844,EpsilonGreedy
3.0,6.580789299548382,EpsilonGreedy
3.0,5.5249684969136075,EpsilonGreedy
3.0,4.290234985993485,EpsilonGreedy
3.0,4.301221018120296,EpsilonGreedy
3.0,3.0909395830794946,EpsilonGreedy
3.0,3.476251368161523,EpsilonGreedy
3.0,4.329792348939941,EpsilonGreedy
3.0,4.246667748084042,EpsilonGreedy
3.0,4.665129651200401,EpsilonGreedy
3.0,3.519362015875782,EpsilonGreedy
3.0,4.9080063897671025,EpsilonGreedy
3.0,5.24939865543079,EpsilonGreedy
3.0,2.92125937022616,EpsilonGreedy
3.0,4.06974201493145,EpsilonGreedy
3.0,2.8432201636915355,EpsilonGreedy
3.0,3.770802192780466,EpsilonGreedy
3.0,3.6035353218719806,EpsilonGreedy
3.0,3.9741784974417147,EpsilonGreedy
3.0,4.936944435733473,EpsilonGreedy
3.0,3.9271798465760512,EpsilonGreedy
3.0,3.2057482613833814,EpsilonGreedy
3.0,4.584759195777701,EpsilonGreedy
3.0,4.488535168883635,EpsilonGreedy
3.0,3.9390839217844515,EpsilonGreedy
3.0,4.8269287447340155,EpsilonGreedy
3.0,3.051297218670938,EpsilonGreedy
3.0,4.481638892833085,EpsilonGreedy
3.0,5.459121468962801,EpsilonGreedy
3.0,5.690674961897983,EpsilonGreedy
3.0,2.5539630569548626,EpsilonGreedy
3.0,4.674939583415091,EpsilonGreedy
3.0,4.092396794539195,EpsilonGreedy
3.0,5.220677373337001,EpsilonGreedy
3.0,4.867821795846147,EpsilonGreedy
3.0,4.093482724319716,EpsilonGreedy
3.0,3.316424403674038,EpsilonGreedy
3.0,5.178389157951411,EpsilonGreedy
3.0,6.217706567792893,EpsilonGreedy
3.0,4.732586482521775,EpsilonGreedy
3.0,3.622967671892715,EpsilonGreedy
3.0,2.502074751854823,EpsilonGreedy
3.0,4.316820881708058,EpsilonGreedy
3.0,3.6129931009468996,EpsilonGreedy
3.0,5.520823444217124,EpsilonGreedy
3.0,2.8087764371609527,EpsilonGreedy
3.0,3.5410469327375584,EpsilonGreedy
3.0,3.8392683512039834,EpsilonGreedy
3.0,4.19050582693738,EpsilonGreedy
3.0,4.490276435039952,EpsilonGreedy
3.0,4.256547763749675,EpsilonGreedy
3.0,3.8296116254701453,EpsilonGreedy
3.0,2.901092780966183,EpsilonGreedy
3.0,2.230391272022951,EpsilonGreedy
3.0,4.3161475877411215,EpsilonGreedy
3.0,3.8234296056151345,EpsilonGreedy
3.0,4.095585519107273,EpsilonGreedy
3.0,4.369657761058852,EpsilonGreedy
3.0,4.933993791540401,EpsilonGreedy
3.0,3.4019177500784386,EpsilonGreedy
3.0,3.953380762765688,EpsilonGreedy
3.0,2.1705967238934205,EpsilonGreedy
3.0,4.8853803550064665,EpsilonGreedy
3.0,4.47748091540441,EpsilonGreedy
3.0,4.079438979831078,EpsilonGreedy
3.0,2.689899784406361,EpsilonGreedy
3.0,4.3081986118646185,EpsilonGreedy
3.0,3.76838449526759,EpsilonGreedy
3.0,4.45195149925917,EpsilonGreedy
3.0,4.15385779121622,EpsilonGreedy
3.0,3.464266708671841,EpsilonGreedy
3.0,4.1909841043168585,EpsilonGreedy
3.0,4.269565156693379,EpsilonGreedy
3.0,4.058107044983098,EpsilonGreedy
3.0,1.3945524165871634,EpsilonGreedy
3.0,4.009122759220387,EpsilonGreedy
3.0,4.354683260408503,EpsilonGreedy
3.0,4.404108823597672,EpsilonGreedy
3.0,4.016365284465505,EpsilonGreedy
3.0,3.9963174495757103,EpsilonGreedy
3.0,6.170733364825159,EpsilonGreedy
3.0,6.441520429739458,EpsilonGreedy
3.0,4.857958687272585,EpsilonGreedy
3.0,2.6797679404290298,EpsilonGreedy
3.0,5.611294520405667,EpsilonGreedy
3.0,4.002146479209856,EpsilonGreedy
3.0,4.281658693239898,EpsilonGreedy
3.0,3.21639614540042,EpsilonGreedy
3.0,2.2476944706483017,EpsilonGreedy
3.0,3.450398121401527,EpsilonGreedy
3.0,4.163848797818477,EpsilonGreedy
3.0,3.445921871881738,EpsilonGreedy
3.0,4.084875347613081,EpsilonGreedy
3.0,5.439322285382467,EpsilonGreedy
3.0,2.658798704229853,EpsilonGreedy
3.0,4.322351740479347,EpsilonGreedy
3.0,3.200027975076182,EpsilonGreedy
3.0,6.448501240580832,EpsilonGreedy
3.0,3.3674378448728666,EpsilonGreedy
3.0,2.5690740903465072,EpsilonGreedy
3.0,6.5581170218129445,EpsilonGreedy
3.0,2.5526009315657285,EpsilonGreedy
3.0,4.204066774952092,EpsilonGreedy
3.0,5.823489311737689,EpsilonGreedy
3.0,2.9590794794341764,EpsilonGreedy
3.0,4.585673315453932,EpsilonGreedy
3.0,3.313333444185302,EpsilonGreedy
3.0,4.1169729479122665,EpsilonGreedy
3.0,5.2148097877175985,EpsilonGreedy
3.0,5.04184215071489,EpsilonGreedy
3.0,3.271788898862377,EpsilonGreedy
3.0,5.045767177547483,EpsilonGreedy
3.0,4.06964395285432,EpsilonGreedy
3.0,3.6823492945430387,EpsilonGreedy
3.0,3.272604300473585,EpsilonGreedy
3.0,2.7829898790071237,EpsilonGreedy
3.0,3.699822364514539,EpsilonGreedy
3.0,4.436763861887224,EpsilonGreedy
3.0,1.8403323209919158,EpsilonGreedy
3.0,3.195994810864459,EpsilonGreedy
3.0,3.786362035724036,EpsilonGreedy
3.0,2.635795420353052,EpsilonGreedy
3.0,5.164224353859314,EpsilonGreedy
3.0,3.9006357839918238,EpsilonGreedy
3.0,5.121936349013431,EpsilonGreedy
3.0,3.9924406860911317,EpsilonGreedy
3.0,3.8590742232877964,EpsilonGreedy
3.0,3.5649736488118613,EpsilonGreedy
3.0,5.928911055995744,EpsilonGreedy
3.0,4.161249933271453,EpsilonGreedy
3.0,4.853984869621235,EpsilonGreedy
3.0,1.6654625867678572,EpsilonGreedy
3.0,3.805043205983194,EpsilonGreedy
3.0,4.265325413922876,EpsilonGreedy
3.0,5.246337292567804,EpsilonGreedy
3.0,3.0958103183511616,EpsilonGreedy
3.0,4.623260059390188,EpsilonGreedy
3.0,3.2039238513649417,EpsilonGreedy
3.0,3.483082246284246,EpsilonGreedy
3.0,3.1404405488661906,EpsilonGreedy
3.0,5.388297299928771,EpsilonGreedy
3.0,2.9484569408989296,EpsilonGreedy
3.0,3.07865016221731,EpsilonGreedy
3.0,5.24028027718056,EpsilonGreedy
3.0,4.61005729992172,EpsilonGreedy
3.0,2.909118110140068,EpsilonGreedy
3.0,4.390254354831848,EpsilonGreedy
3.0,4.012553063170633,EpsilonGreedy
3.0,0.8542864598960733,EpsilonGreedy
3.0,5.107531993024836,EpsilonGreedy
3.0,4.5815519747543805,EpsilonGreedy
3.0,6.617039468276942,EpsilonGreedy
3.0,4.24631286860752,EpsilonGreedy
3.0,3.234950803842332,EpsilonGreedy
3.0,5.0193197767888496,EpsilonGreedy
3.0,6.387629024653408,EpsilonGreedy
3.0,2.493605793485079,EpsilonGreedy
3.0,3.5980490807175056,EpsilonGreedy
3.0,4.135442172074622,EpsilonGreedy
3.0,3.6344073767016587,EpsilonGreedy
3.0,3.7836708695086836,EpsilonGreedy
3.0,4.7526079930143,EpsilonGreedy
3.0,4.66367688571091,EpsilonGreedy
3.0,4.579837492462067,EpsilonGreedy
3.0,4.1506584511429345,EpsilonGreedy
3.0,4.262483399980535,EpsilonGreedy
3.0,4.055639284066562,EpsilonGreedy
3.0,2.968663611314417,EpsilonGreedy
3.0,5.200369080729973,EpsilonGreedy
3.0,4.658106586252889,EpsilonGreedy
3.0,3.8298637547666576,EpsilonGreedy
3.0,4.669320563261603,EpsilonGreedy
3.0,5.670875486800504,EpsilonGreedy
3.0,4.304751234407776,EpsilonGreedy
3.0,2.530188802082802,EpsilonGreedy
3.0,3.693881803286357,EpsilonGreedy
3.0,2.0120555276890566,EpsilonGreedy
3.0,4.16036385410277,EpsilonGreedy
3.0,3.3971877273388125,EpsilonGreedy
3.0,5.860024344291083,EpsilonGreedy
3.0,1.8416986389899193,EpsilonGreedy
3.0,2.3931795286492035,EpsilonGreedy
3.0,4.0413947357059605,EpsilonGreedy
3.0,4.509392572325221,EpsilonGreedy
3.0,3.5774091058641626,EpsilonGreedy
3.0,3.3241443372563153,EpsilonGreedy
3.0,3.9516933921867294,EpsilonGreedy
3.0,4.013380259680758,EpsilonGreedy
3.0,6.66977504849749,EpsilonGreedy
